PSR,Edot,Bstar,P,Ecl,Lgamma,Ea,Ecb,E10,Gammas,E0,d,b
J1739−3023,35.47712125471966,12.176091259055681,2.0584260244570056,0.19589965240923377,34.380211241711606,1.18,0.34,6.62,0.41830129131974547,0.2944662261615929,0.1553360374650618,-0.17587416608345102
J1740+1000,35.36172783601759,12.397940008672037,2.1878026387184195,-0.16115090926274472,32.81291335664285,0.33,0.10,1.87,0.48713837547718647,-0.13076828026902382,0.22788670461367352,-0.17587416608345102
J1741+1351,34.32221929473392,8.643452676486188,0.568201724066995,0.3783979009481377,33.079181246047625,1.90,0.64,11.50,0.24303804868629444,0.15228834438305647,-0.12320502379929942,-0.17587416608345102
J1741−2054,33.97772360528885,12.556302500767288,2.616685520895512,-0.00877392430750515,33.11394335230683,0.86,0.56,4.32,0.37474834601010387,0.06818586174616162,0.13987908640123647,-0.06651271215129456
J1744−1134,33.6232492903979,8.361727836017593,0.6127838567197355,0.146128035678238,32.838849090737256,1.02,0.29,5.66,0.29885307640970665,0.004321373782642578,0.00860017176191757,-0.17587416608345102
J1745+1017,33.68124123737559,8.0,0.43136376415898736,0.37657695705651195,33.11394335230683,1.80,0.64,11.10,0.26245108973042947,0.1673173347481761,-0.11182050608167508,-0.17587416608345102
J1747−2958,36.39794000867204,12.518513939877888,1.994756944587628,0.505149978319906,35.079181246047625,0.53,0.99,8.47,0.4668676203541095,0.4668676203541095,-0.039053804266168564,-0.17587416608345102
J1747−4036,35.04139268515822,8.301029995663981,0.2041199826559248,0.46982201597816303,34.91381385238372,0.82,0.88,9.25,0.33041377334919086,0.04139268515822508,-0.2865094569060575,-0.17587416608345102
J1801−2451,36.414973347970815,12.732393759822969,2.0965624383741357,0.7558748556724915,34.74036268949424,0.70,2.36,16.80,0.3654879848908996,0.31806333496276157,-0.3893398369101201,-0.17587416608345102
J1805+0615,34.863322860120455,8.414973347970818,0.3222192947339193,0.36172783601759284,33.97772360528885,2.05,0.61,11.60,0.2576785748691845,0.22271647114758325,-0.05948351506743278,-0.17587416608345102
J1809−2332,35.63346845557959,12.477121254719663,2.166726055580052,0.5843312243675308,34.591064607026496,1.24,0.01,15.70,0.36172783601759284,0.3242824552976926,-0.20342566678957033,-0.47108329972234525
